ant-1.3,43.0,51.0,48.0,49.0,50.0,54.0,45.0,48.0,53.0,53.0,57.0,50.0,51.0,50.0,54.0,46.0,47.0,47.0,53.0,53.0,51.0,49.0,51.0,52.0,56.0,58.0,51.0,51.0,49.0,55.0,51.0,55.0,59.0,51.0,53.0,50.0,50.0,54.0,54.0,49.0,45.0,48.0,46.0,41.0,49.0,51.0,50.0,49.0,57.0,51.0,52.0,58.0,50.0,54.0,50.0,52.0,55.0,54.0,60.0,52.0,45.0,54.0,41.0,49.0,54.0,51.0,47.0,52.0,52.0,45.0,53.0,40.0,43.0,52.0,58.0,48.0,50.0,53.0,46.0,55.0,53.0,55.0,45.0,52.0,39.0,44.0,51.0,52.0,47.0,53.0,52.0,50.0,54.0,47.0,54.0,42.0,46.0,58.0,48.0,52.0
ant-1.4,49.0,44.0,49.0,48.0,43.0,52.0,55.0,38.0,54.0,53.0,41.0,54.0,42.0,54.0,50.0,39.0,48.0,56.0,46.0,46.0,45.0,51.0,50.0,49.0,43.0,47.0,45.0,51.0,41.0,39.0,54.0,56.0,45.0,56.0,40.0,48.0,47.0,50.0,60.0,40.0,47.0,49.0,56.0,48.0,47.0,51.0,52.0,40.0,60.0,54.0,53.0,55.0,57.0,54.0,50.0,43.0,38.0,38.0,51.0,40.0,45.0,52.0,53.0,52.0,55.0,55.0,54.0,50.0,46.0,52.0,50.0,56.0,49.0,52.0,49.0,45.0,60.0,46.0,50.0,38.0,49.0,50.0,45.0,47.0,48.0,53.0,46.0,53.0,49.0,51.0,49.0,53.0,49.0,42.0,53.0,47.0,56.0,51.0,53.0,57.0
ant-1.5,55.0,50.0,51.0,53.0,49.0,48.0,53.0,52.0,53.0,49.0,55.0,51.0,54.0,56.0,49.0,39.0,52.0,46.0,50.0,54.0,53.0,54.0,50.0,54.0,48.0,53.0,42.0,42.0,55.0,51.0,49.0,51.0,53.0,52.0,49.0,53.0,54.0,47.0,52.0,40.0,54.0,51.0,50.0,48.0,49.0,51.0,45.0,49.0,45.0,50.0,53.0,56.0,48.0,49.0,52.0,46.0,52.0,50.0,52.0,48.0,52.0,52.0,41.0,55.0,47.0,48.0,51.0,49.0,48.0,47.0,48.0,49.0,49.0,51.0,50.0,46.0,54.0,45.0,38.0,53.0,52.0,51.0,45.0,51.0,52.0
ant-1.6,44.0,48.0,49.0,47.0,50.0,46.0,48.0,55.0,47.0,55.0,49.0,47.0,53.0,43.0,50.0,53.0,55.0,56.0,50.0,47.0,44.0,53.0,47.0,41.0,50.0,41.0,53.0,50.0,52.0,48.0,47.0,48.0,58.0,48.0,43.0,46.0,50.0,51.0,54.0,48.0,49.0,51.0,52.0,47.0,52.0,45.0,50.0,53.0,49.0,50.0,44.0,48.0,49.0,55.0,48.0,46.0,50.0,54.0,50.0,48.0,49.0,57.0,48.0,48.0,45.0,51.0,47.0,48.0,57.0,39.0,40.0,49.0,42.0,53.0,52.0,47.0,48.0,46.0,39.0,49.0,45.0,44.0,52.0,47.0,43.0,44.0,44.0,49.0,54.0,51.0,48.0,47.0,45.0,49.0,44.0,47.0,45.0,47.0,48.0,50.0
ant-1.7,54.0,46.0,55.0,52.0,54.0,55.0,51.0,51.0,50.0,49.0,46.0,52.0,53.0,52.0,56.0,52.0,43.0,46.0,46.0,48.0,59.0,49.0,49.0,53.0,46.0,54.0,53.0,57.0,54.0,49.0,50.0,50.0,52.0,53.0,48.0,53.0,58.0,48.0,51.0,49.0,49.0,47.0,55.0,52.0,51.0,47.0,49.0,45.0,56.0,46.0,54.0,54.0,54.0,54.0,50.0,54.0,51.0,52.0,53.0,53.0,53.0,52.0,50.0,50.0,58.0,39.0,54.0,57.0,52.0,50.0,54.0,49.0,46.0,54.0,47.0,51.0,51.0,49.0,53.0,51.0,53.0,54.0,52.0,55.0,49.0,54.0,59.0,57.0,49.0,58.0,53.0,52.0,54.0,54.0,57.0,51.0,44.0,49.0,59.0,50.0
camel-1.0,52.0,54.0,49.0,48.0,51.0,50.0,52.0,53.0,45.0,53.0,55.0,53.0,46.0,52.0,47.0,54.0,50.0,42.0,36.0,50.0,55.0,56.0,52.0,52.0,56.0,50.0,53.0,59.0,54.0,47.0,54.0,50.0,51.0,58.0,49.0,56.0,59.0,49.0,50.0,51.0,56.0,55.0,48.0,55.0,52.0,53.0,49.0,51.0,53.0,46.0,53.0,48.0,55.0,41.0,50.0,55.0,56.0,52.0,51.0,50.0,54.0,54.0,55.0,51.0,55.0,54.0,53.0,46.0,53.0,50.0,45.0,47.0,55.0,49.0,47.0,50.0,53.0,59.0,50.0,53.0,52.0,54.0,59.0,54.0,51.0,50.0,49.0,52.0,44.0,42.0,46.0,56.0,48.0,48.0,55.0,54.0,50.0,50.0,51.0,54.0
camel-1.2,52.0,45.0,56.0,52.0,51.0,47.0,51.0,46.0,48.0,50.0,46.0,48.0,52.0,49.0,54.0,49.0,55.0,50.0,49.0,49.0,53.0,48.0,47.0,46.0,44.0,47.0,53.0,51.0,49.0,50.0,48.0,50.0,47.0,56.0,47.0,55.0,52.0,47.0,41.0,52.0,51.0,51.0,40.0,51.0,53.0,54.0,50.0,56.0,54.0,48.0,51.0,49.0,52.0,44.0,50.0,51.0,50.0,54.0,49.0,49.0,51.0,55.0,45.0,55.0,49.0,54.0,48.0,54.0,50.0,51.0,49.0,52.0,52.0,54.0,46.0,40.0,46.0,47.0,55.0,58.0,51.0,53.0,55.0,50.0,53.0,48.0,58.0,49.0,51.0,47.0,51.0,53.0,53.0,54.0,48.0,55.0,51.0,48.0,57.0,47.0
camel-1.4,43.0,50.0,51.0,51.0,47.0,53.0,38.0,50.0,52.0,49.0,44.0,52.0,49.0,56.0,43.0,45.0,55.0,53.0,46.0,51.0,52.0,50.0,42.0,52.0,47.0,57.0,53.0,47.0,55.0,52.0,51.0,45.0,41.0,47.0,54.0,56.0,43.0,53.0,48.0,44.0,47.0,40.0,47.0,54.0,54.0,52.0,55.0,53.0,51.0,55.0,52.0,54.0,39.0,49.0,48.0,44.0,40.0,47.0,55.0,55.0,53.0,40.0,54.0,53.0,44.0,49.0,51.0,51.0,52.0,33.0,56.0,52.0,44.0,52.0,47.0,50.0,48.0,49.0,47.0,44.0,42.0,48.0,53.0,51.0,41.0,53.0,48.0,51.0,50.0,40.0,48.0,52.0,45.0,49.0,58.0,51.0,50.0,49.0,48.0,48.0
camel-1.6,46.0,53.0,47.0,50.0,52.0,56.0,47.0,44.0,55.0,49.0,53.0,50.0,52.0,47.0,55.0,50.0,55.0,48.0,45.0,48.0,51.0,57.0,57.0,54.0,44.0,52.0,49.0,53.0,55.0,47.0,47.0,57.0,53.0,56.0,54.0,52.0,52.0,55.0,48.0,55.0,52.0,54.0,51.0,54.0,51.0,48.0,50.0,52.0,48.0,51.0,49.0,54.0,57.0,53.0,55.0,43.0,51.0,49.0,46.0,51.0,52.0,47.0,49.0,49.0,48.0,49.0,46.0,52.0,53.0,51.0,54.0,47.0,49.0,50.0,49.0,57.0,55.0,47.0,49.0,48.0,53.0,52.0,44.0,53.0,48.0,54.0,48.0,47.0,52.0,48.0,54.0,52.0,49.0,53.0,53.0,56.0,53.0,54.0,59.0,47.0
ivy-1.1,54.0,55.0,54.0,52.0,53.0,54.0,53.0,52.0,52.0,48.0,47.0,46.0,49.0,45.0,59.0,55.0,54.0,46.0,49.0,52.0,50.0,45.0,45.0,53.0,50.0,52.0,52.0,53.0,54.0,53.0,47.0,56.0,46.0,49.0,56.0,50.0,56.0,47.0,56.0,55.0,58.0,47.0,51.0,47.0,53.0,51.0,50.0,54.0,54.0,57.0,50.0,53.0,53.0,53.0,52.0,50.0,50.0,43.0,51.0,56.0,55.0,51.0,47.0,52.0,53.0,47.0,55.0,45.0,56.0,44.0,52.0,49.0,49.0,49.0,47.0,45.0,48.0,49.0,48.0,44.0,47.0,53.0,44.0,43.0,45.0,54.0,52.0,51.0,54.0,54.0,53.0,52.0,55.0,50.0,54.0
