filename,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.3071097840503497,0.624689438757389
ant-1.4_ant-1.5,0.2026960734038088,0.12546464747753386
ant-1.5_ant-1.6,1.4607306671994442,1.4732091897042192
ant-1.6_ant-1.7,1.1733434908827465,2.1072990037730337
camel-1.0_camel-1.2,4.260369469128194,4.261048622117353
camel-1.2_camel-1.4,1.555822789963215,1.6710889212058666
camel-1.4_camel-1.6,3.3349125025720783,3.5208462349518896
ivy-1.1_ivy-1.4,0.09989042563890632,4.303061360015657
ivy-1.4_ivy-2.0,0.23723429289453354,0.2463137505691197
jedit-3.2_jedit-4.0,5.966758742622222,6.059527041548026
jedit-4.0_jedit-4.1,3.559907295652728,3.5669055258241693
jedit-4.1_jedit-4.2,1.1836095361655583,2.14060365260444
jedit-4.2_jedit-4.3,0.02876661760589682,0.028479201653430226
log4j-1.0_log4j-1.1,2.5997297768359107,2.280594383898732
log4j-1.1_log4j-1.2,3.7624145110772114,8.016839102627909
lucene-2.0_lucene-2.2,13.232047144373789,16.56717546888322
lucene-2.2_lucene-2.4,9.657204063032696,10.970588281819946
poi-1.5_poi-2.0,0.12756413600248662,2.162919025685876
poi-2.0_poi-2.5,3.9026911485250726,3.3428264904851153
poi-2.5_poi-3.0,5.0032228544685475,3.5811745924495435
synapse-1.0_synapse-1.1,0.7503184432488715,0.9929113235889702
synapse-1.1_synapse-1.2,1.1887368379321803,1.4469194814570208
velocity-1.4_velocity-1.5,3.9614919807326703,3.870922468734721
velocity-1.5_velocity-1.6,4.174116988531673,3.18849830295304
xalan-2.4_xalan-2.5,0.8677559576946718,1.018239216112245
xalan-2.5_xalan-2.6,0.9445333228156512,0.9991700806067876
xalan-2.6_xalan-2.7,0.514322951863209,1.3770526937666907
xerces-init_xerces-1.2,0.5421265114982683,0.43978646276464656
xerces-1.2_xerces-1.3,3.70153495783698,3.708304397172869
xerces-1.3_xerces-1.4,32.334863339467105,31.431270073873623
